,y_yes
34073,0
1257,0
10706,0
38127,1
37962,0
19480,0
3482,0
29148,0
31213,0
2390,0
10962,0
28239,0
21820,0
15007,0
7774,0
36918,0
6101,0
40982,0
36127,0
38942,1
36944,1
27306,0
26600,0
4892,0
2687,0
18577,0
18612,0
31866,0
21474,0
1537,0
15338,0
12501,1
6903,0
920,0
23417,0
23908,0
38207,0
5615,0
20452,0
10111,0
13546,0
5695,0
21767,0
31932,1
15780,0
16359,0
11770,0
16840,0
36306,0
17779,0
13459,0
12768,0
36151,1
30351,0
9988,0
34591,0
36219,0
13195,0
12903,0
10350,0
2033,0
8609,0
33149,0
5862,0
9469,0
32094,0
35488,0
26591,0
26760,0
5995,0
9080,0
7815,0
4741,0
38455,1
36862,0
5811,0
19415,0
16402,0
2361,0
27289,1
10889,0
6836,0
38511,0
33571,0
27624,0
23969,0
35698,1
11634,0
10560,0
2678,0
35729,1
17274,1
36656,1
6961,0
29179,0
34831,0
29797,0
988,0
6851,0
13906,0
35972,1
18718,0
793,0
3995,0
15625,0
15181,0
36061,1
39682,1
38978,0
7772,0
2031,0
37421,1
34645,0
25716,0
1607,0
21320,0
13891,0
36826,0
12880,0
35448,0
22054,0
8551,0
7149,0
11869,0
38483,1
39437,0
5316,0
25949,0
15585,0
13262,0
6770,0
40591,0
8696,0
15123,0
36661,1
31231,0
40799,1
6148,0
40938,0
13013,0
33802,0
4656,0
1582,0
32539,0
17603,0
35987,0
17750,0
14692,0
6130,0
37794,0
19853,0
26264,0
18786,0
39861,0
2826,0
33845,1
23062,0
8091,0
23206,0
7464,0
19294,0
3703,0
11516,0
22347,0
22083,0
30860,0
14665,0
36074,1
21079,0
41003,1
27584,0
29239,0
31122,0
22436,0
22094,0
25624,0
21543,0
15029,0
14852,0
12060,0
11234,0
16714,0
6348,0
21126,0
23784,0
30018,1
12942,0
22289,0
28650,0
12924,0
26687,0
2238,0
38444,1
24176,0
14068,0
11933,1
667,0
5190,0
2433,0
33023,0
6825,0
9488,0
7039,0
23918,0
18542,0
33126,0
19931,0
32834,0
39303,0
13946,0
1887,0
35025,0
1021,0
28630,0
24886,0
33019,0
22282,0
22080,0
1108,0
6353,0
10366,0
28819,0
11839,0
13407,0
18362,0
22419,0
32904,0
23063,0
33032,0
6069,0
37714,0
15487,0
5107,1
35572,0
35839,0
29922,0
29395,0
33110,0
21371,0
18909,0
361,0
14383,0
4586,0
1711,0
37009,1
3031,0
26916,0
11828,0
36818,0
26085,0
38774,1
15842,0
18348,0
2466,0
5412,0
19167,0
19490,0
17810,0
32202,0
2645,1
511,0
1258,0
29095,0
30625,0
5336,0
29713,0
1694,0
33993,0
156,0
38629,0
36086,0
1982,0
9579,0
2488,0
36258,1
14143,0
29317,0
21044,0
40933,1
3098,0
39713,0
20955,0
33475,0
17112,0
28341,0
28434,1
20416,0
1339,0
6698,0
30986,0
21359,0
21321,0
28841,1
29578,0
1330,0
240,0
2327,0
18785,0
25052,0
13165,0
1753,0
18292,0
6680,0
19323,1
26035,0
10081,0
34997,0
25846,0
17240,0
18594,0
171,0
35925,0
23659,0
25201,0
6197,0
23560,0
18910,0
24568,0
26909,0
6182,0
31526,0
11033,0
10722,0
21921,0
17527,0
21467,0
25048,0
1799,0
2585,0
14859,0
26528,0
38948,0
261,0
363,0
24232,0
20591,0
29329,1
38592,1
33619,0
31107,0
16468,0
10642,0
31274,0
26404,0
33058,0
3979,1
28060,0
32958,0
18887,0
20563,0
3164,0
3125,0
35479,0
27781,1
28812,0
20259,0
12154,0
26704,0
27460,0
30130,0
677,0
24212,0
16751,0
5622,0
15354,0
7205,0
14923,0
18253,0
8600,0
21729,0
17183,0
11500,0
12251,0
26369,0
17414,0
6694,0
36882,0
40268,0
36279,0
34075,0
36848,0
19062,0
12292,0
19720,0
28120,0
33036,0
35391,0
17626,0
1746,0
27857,0
30452,1
33158,0
33758,0
6665,0
23117,0
33206,0
25239,1
33491,1
6688,0
15580,0
12365,0
9395,0
7505,0
17548,0
37430,1
26955,0
40466,1
37576,0
36134,1
506,0
35088,0
37744,0
14883,0
33860,0
35437,0
3425,0
4966,0
12176,0
2465,0
34340,0
17032,0
28678,0
13947,0
18256,0
10451,0
3073,0
37871,1
4108,0
34274,0
18394,1
1445,0
15219,1
36774,0
4835,0
13805,0
7960,0
28408,0
23312,0
19052,0
28242,0
25393,0
24207,0
28807,0
9046,0
13301,0
33725,0
28268,0
31969,0
36112,0
40310,1
27201,0
16409,0
18190,0
33061,0
31660,0
7978,0
38161,0
17583,0
40843,0
26578,0
16444,0
19289,0
6231,0
17345,0
17783,0
30940,0
6543,0
36940,0
2680,0
18254,0
23450,0
9448,0
26465,1
4522,1
11371,0
6799,0
32186,0
40507,0
79,0
325,0
18458,0
6068,0
11134,0
27988,1
30607,0
12354,0
14418,0
14059,0
27245,0
26727,0
34198,0
28694,0
41076,1
19292,0
4796,0
39736,1
19270,0
27948,0
9051,0
21962,0
2699,0
31079,0
76,0
12246,0
5487,0
21205,0
33689,0
39501,1
37391,0
30960,0
6454,0
11986,0
29502,0
31005,0
24674,0
40619,1
1536,0
21523,0
7154,0
29240,0
34940,0
20709,0
12010,0
28324,0
1626,0
27060,1
16687,0
12109,0
1996,0
33151,0
34783,0
29847,0
21455,0
30479,0
4302,0
34578,0
21649,0
20147,0
29190,0
33795,0
30104,0
35022,0
37679,0
16896,0
22952,0
20794,0
37991,0
10347,0
22950,0
35658,1
22091,0
18334,0
33372,0
5949,0
7223,0
22598,0
14147,0
10566,0
29580,0
17479,0
36568,0
6910,0
3599,0
20164,0
18304,0
26014,0
8020,0
28347,1
16369,0
3546,0
33236,1
6843,0
33950,0
28914,0
25157,0
16089,0
6307,0
7561,0
6527,0
33779,0
38268,0
38615,1
3759,0
31267,0
19570,0
7843,0
21442,0
37931,0
18947,0
30330,1
7672,0
13477,0
12412,0
13562,0
13564,0
9006,0
36702,1
25128,0
32891,0
18305,1
6684,0
10271,0
2164,0
17426,0
16434,0
33075,0
27804,0
20321,0
4831,0
34917,0
20531,0
21804,0
11331,0
964,0
21287,0
27923,1
39092,1
8035,0
396,0
33404,0
17116,0
20618,0
25766,0
11735,0
7052,0
23064,0
29497,0
16439,0
4997,0
37326,0
39609,0
35237,0
2046,0
39553,0
34686,0
18468,0
34145,0
25727,0
7190,0
13576,0
9347,0
8952,0
27056,0
6983,0
28484,1
9022,0
2304,0
13312,0
36286,0
36668,0
32552,0
32291,0
5158,0
13319,0
24361,0
38604,0
35126,1
16291,0
30152,0
34939,0
17888,0
9945,0
39843,1
28714,0
23436,0
32395,0
21805,0
26502,0
20795,0
682,0
10039,0
19283,0
6422,0
24595,0
1699,0
7268,0
31248,0
21475,0
14494,0
20951,0
12559,0
14843,0
4226,0
36018,0
33872,0
31283,0
19380,0
4129,0
35290,0
38439,1
9806,0
458,0
40992,1
1837,0
16943,0
15612,0
14518,0
8381,0
24943,0
7143,0
39987,0
7278,0
26762,0
14294,0
28156,1
7060,0
13400,0
35005,0
7975,0
30506,0
20953,0
40513,1
30624,0
33850,1
4437,0
34565,0
26072,0
9715,0
40530,0
37888,0
21433,0
30390,0
25608,0
7414,0
16062,0
22984,0
30697,0
32867,0
30425,0
12161,0
34265,0
8594,0
3001,0
13499,0
412,0
13944,0
4028,0
2048,0
30280,0
15638,0
21059,0
27402,1
2165,0
10307,0
2530,0
2841,0
13895,0
13154,0
22523,0
37965,0
27611,0
40867,1
17860,0
8554,0
39716,1
11703,0
17788,0
31688,0
9535,0
35504,0
14545,0
28732,1
33909,0
26810,0
6937,1
17789,0
31054,0
5890,0
21095,1
1866,0
32626,0
17930,0
9585,1
19721,0
10327,0
11642,0
1949,0
33524,0
32650,0
21878,0
21879,1
31353,0
26854,0
28915,0
37212,0
31068,0
17067,0
17251,0
6871,0
31399,0
40114,1
25692,1
14148,0
28856,0
40506,1
11003,0
38099,0
8075,0
26255,0
2898,0
33959,0
40724,0
27075,0
14622,0
25075,0
34676,0
4752,1
20362,0
22380,0
9582,0
33029,0
664,0
24993,0
7632,0
16326,1
40871,0
20035,0
7870,0
17395,0
31779,0
40444,0
24122,0
38400,1
35551,0
29192,0
25807,0
38937,1
3925,0
573,0
21007,0
21605,0
9473,0
22581,0
14687,0
12358,0
24823,0
985,0
17550,0
10816,0
29332,0
22662,0
20143,0
29383,0
13062,0
19369,0
30943,0
1871,0
25785,0
35017,1
33604,0
22329,0
34417,0
14807,0
15727,0
29421,1
17293,0
2272,0
35672,0
6280,1
13629,0
27096,0
40148,0
2222,0
17301,0
3175,0
3091,0
31695,0
12772,0
26065,0
2150,0
10406,0
11864,0
16063,0
13119,0
27847,0
24266,0
19240,0
5996,0
34694,0
38580,0
29763,0
14809,0
2145,0
41171,1
8533,0
19617,0
21273,0
25814,0
31608,0
10031,0
8877,0
15108,0
13692,0
35332,0
18401,0
14413,0
31922,0
12445,0
15081,0
1195,0
39419,1
1485,0
15134,0
25248,0
8579,0
10264,0
37122,1
6347,0
38553,0
27485,0
21031,0
30458,1
27935,0
529,0
25250,0
14209,0
8606,0
14863,0
18903,0
3896,0
19616,0
35629,0
40285,0
13945,0
21266,0
16132,0
12525,0
32227,0
26840,0
18878,0
6264,0
11820,0
8578,0
39091,1
38074,1
12283,0
4155,0
9877,0
26149,0
25847,0
865,0
817,0
10205,0
37932,0
39422,0
35135,0
12754,0
23509,0
11393,0
25038,0
20817,0
35787,0
9542,0
37236,1
28062,0
25316,0
34590,0
27174,0
31036,0
37019,1
22462,0
5095,0
37946,0
37630,0
37977,0
33584,0
28748,0
33395,0
31715,0
12985,0
5184,0
39068,0
32342,0
19544,0
32150,0
21658,0
36775,1
28400,1
36535,0
12498,0
4667,0
14213,0
3100,0
683,0
20581,1
5880,0
33771,0
37528,0
11637,0
32683,0
28022,1
25521,0
2734,0
34854,0
1395,0
33223,0
12068,0
27284,0
36970,0
26066,0
26159,0
33450,0
2880,0
21,0
40371,1
34250,0
35282,0
831,0
25978,0
9155,0
14207,0
29576,0
36640,0
9879,0
24080,1
24818,0
8996,0
21440,0
23279,0
27063,0
7770,0
24437,0
30842,0
29253,0
22171,0
2735,0
27214,0
7066,0
29963,0
33883,0
16959,0
11122,0
5847,0
20708,0
28992,0
38865,0
395,0
2536,0
5221,0
5756,0
20965,0
9351,0
37162,0
39618,0
34346,0
11023,0
4416,0
18455,0
9907,1
39099,1
41051,0
37995,1
17296,1
40603,0
9315,0
41085,1
13142,0
30488,0
33589,0
3495,0
39664,1
33086,0
29417,0
15401,0
3135,0
28995,0
6312,0
34873,0
27168,0
36470,1
2294,0
28383,0
29033,0
18855,0
31792,0
39638,1
1692,0
40693,0
8336,0
40645,1
9226,0
23514,0
21581,0
6230,0
32791,0
38557,1
36748,1
40364,1
5259,0
33941,0
6884,0
33988,0
11606,0
6093,0
28614,1
13920,0
30710,0
30586,1
14092,0
40951,1
38296,1
5353,0
16070,0
30163,0
38734,0
26599,0
13349,0
35904,0
4280,0
15984,0
15154,0
30667,0
41116,1
12895,0
18376,0
21793,0
5703,0
34481,0
935,0
22590,0
40375,1
36291,1
36404,1
15481,0
26276,0
3094,0
11863,0
16507,0
30849,0
14552,0
18284,1
23725,0
11425,0
23574,0
25300,0
36929,0
5739,0
13466,0
37720,1
21944,0
34654,1
1198,0
26298,0
32602,0
18545,0
33148,0
4274,0
35929,0
18309,0
23767,0
562,0
483,0
33502,1
37779,0
25934,0
25326,0
11088,0
39773,0
6121,0
39282,0
30305,0
7357,0
7308,0
34047,1
8795,0
18037,0
38770,1
14816,0
5616,0
11399,0
25527,1
22540,0
1669,0
22944,0
16540,0
28283,0
2840,0
22563,0
635,0
24151,0
27921,1
1709,0
26924,0
25338,0
31565,0
28766,1
34325,0
21449,0
7782,0
7015,0
26114,0
15399,0
8358,0
35478,0
38245,0
29857,0
11074,0
6514,0
19224,0
5218,0
7948,0
32870,0
39598,1
5767,0
23295,1
24013,0
21857,0
24219,0
34393,0
33991,0
1066,0
19144,0
3617,0
10680,0
3723,0
13050,0
16872,0
26137,0
18640,0
9231,0
24064,0
30827,0
28905,0
10107,0
14369,0
26779,0
27269,0
19583,0
23952,0
2069,0
17452,0
37031,1
34915,1
4350,0
13378,0
30790,0
10263,0
4682,0
32645,1
38633,1
31686,0
36308,0
33737,0
19914,0
16877,0
24471,0
17916,0
28170,0
12290,0
35648,0
8602,0
23752,0
15636,0
2143,0
32145,0
18178,0
31652,1
15467,0
31735,0
25625,0
21102,1
7346,0
12393,0
4929,0
27057,0
14499,0
17771,0
36808,0
16679,0
15129,0
26768,0
11329,0
38412,0
39486,0
7810,0
10565,0
35884,1
1422,0
15158,0
15659,0
39442,0
26337,0
1130,0
18554,0
29377,0
28458,0
10487,0
31334,0
33241,0
2182,0
12623,0
35177,0
32746,0
32336,0
14509,0
10766,0
31458,0
9580,0
29613,0
4697,0
31661,0
1267,0
40280,1
11029,0
37296,0
17920,1
1129,0
26809,0
37198,1
5571,0
22681,0
867,0
32803,0
16880,0
20859,0
34921,0
29158,0
5517,0
16694,0
14788,1
26795,0
36340,0
23320,0
17018,0
10920,0
6916,0
24250,0
29674,0
31485,0
6736,0
10571,0
40279,1
39593,0
6145,0
32908,0
12295,0
9165,0
17375,0
31336,0
18762,0
18765,0
16661,0
27597,0
23915,0
9062,0
19964,0
23223,0
25976,0
26973,0
134,0
1242,0
24991,0
37514,0
2741,0
2557,0
10437,0
18815,0
39518,0
19121,1
17794,0
32753,0
36667,0
951,0
36596,0
24740,0
3689,0
5641,0
33654,0
31603,0
15179,0
128,0
21488,0
26678,0
33444,0
12490,0
34322,0
24850,0
26440,0
26907,0
33831,0
32941,0
18145,0
3722,0
7339,0
29484,0
21971,0
2330,1
33794,0
20064,0
1785,0
22350,0
23859,0
40470,1
28930,0
33122,0
27470,0
2567,0
16802,0
28596,0
33218,0
16572,0
4254,0
23060,0
10505,0
11242,0
31342,0
38944,0
30694,0
10341,0
3186,0
7085,0
1263,0
15478,1
29926,0
3613,0
32308,0
10306,0
27169,0
21469,0
6660,0
4181,0
4454,0
1736,0
25138,0
25919,0
35045,0
6229,0
2878,0
31883,0
31674,0
12728,0
110,0
15814,0
9202,0
13560,0
9331,0
17946,0
14159,0
186,0
17190,0
10133,0
15432,0
16461,0
23246,0
14644,0
41063,1
40681,0
23392,0
19752,1
1226,0
8097,0
31157,0
16628,0
11396,0
10804,0
34781,0
11341,0
12370,0
36467,1
11976,0
16121,0
34733,0
29684,0
30507,0
8541,0
31622,0
23941,0
23776,0
24957,0
17381,0
7088,0
22921,0
39042,1
5713,0
33237,0
38078,1
41123,1
12178,0
40576,0
11350,0
29402,0
7727,1
31501,0
37376,0
19287,0
7168,0
21353,1
37798,1
8162,0
22737,0
39083,1
33011,0
14398,0
23619,0
20098,0
8202,0
38079,0
34106,0
18551,0
35695,0
35196,0
310,0
35829,1
11507,0
37283,0
18156,0
7666,0
22979,0
36969,0
30548,0
21961,0
26082,0
17710,0
35770,0
40309,1
2811,0
34163,0
3909,0
26372,0
19968,0
25356,0
27891,1
9913,0
10470,0
23101,0
27946,0
3006,0
31206,0
22644,0
22103,0
34018,1
31896,1
23637,0
23373,0
15611,0
27353,0
12929,0
14748,0
5108,0
36852,1
29068,1
19813,0
32638,1
6835,0
30350,1
7471,0
32427,0
15258,0
13890,0
8473,0
37368,1
10831,0
24522,0
5991,0
26588,1
28923,0
8463,0
32563,0
24314,0
17372,1
3798,0
32802,0
9418,0
60,0
12028,0
2037,0
4906,0
32406,0
10609,0
20427,0
5199,0
23618,0
37370,1
30331,0
23420,0
21928,0
10397,0
27240,0
9905,0
9329,0
10233,0
25212,0
17506,0
989,0
33818,1
151,0
21396,1
26309,0
4994,0
24999,0
21164,0
33893,0
22376,0
40522,0
22038,0
37425,1
20926,0
10048,0
26843,0
21834,0
6881,0
32323,0
13745,0
14140,0
4501,0
29833,1
30420,0
40036,1
9598,0
8437,0
19704,0
16646,0
18397,0
26245,0
28660,0
31103,0
26694,0
11290,0
3968,0
1373,0
10476,0
32927,0
36115,0
33813,0
35021,0
7722,0
8193,0
6726,0
8596,1
5568,0
33718,1
14736,0
21156,0
4663,0
6335,0
34784,0
6213,1
11651,0
3363,0
7341,0
32297,0
39722,0
27493,0
4421,0
32478,0
21919,0
20690,0
16316,0
30046,1
6790,0
37333,0
40479,0
3622,0
20921,0
37673,0
25392,0
1124,0
4029,0
14433,0
33281,0
23415,0
11071,0
33486,0
25310,0
38860,0
265,0
13582,0
17974,0
26009,0
4116,0
38706,1
6402,0
3061,0
37692,0
25672,0
5551,0
35622,0
16895,0
29910,0
39796,1
1138,0
3460,0
40194,1
32006,0
28030,0
8538,0
31594,0
18724,0
21951,0
24947,0
27775,0
18406,0
37730,1
33915,0
7664,0
9337,0
10012,0
38990,1
29920,0
25604,1
32201,1
11355,0
12033,0
37395,1
33311,0
965,0
2668,0
38759,1
18549,0
24472,0
3401,0
10790,0
7838,0
37652,0
18960,0
31339,0
20886,0
19922,0
18769,0
19969,1
9732,0
9639,0
19057,0
5851,0
40886,0
33858,0
8944,0
36075,0
654,0
19837,0
35908,0
37072,0
39697,1
34863,0
27731,1
16005,0
20893,0
35506,1
25630,0
3818,0
3662,0
6936,0
11621,0
8108,0
2314,0
2790,0
31329,0
1269,0
19025,0
36389,0
28299,0
30524,0
14553,1
14241,0
36734,0
35816,0
31056,0
23184,0
30638,1
31416,0
21664,0
12175,0
5718,0
25834,0
168,0
6274,0
13885,0
14647,0
77,0
27986,0
40593,0
28146,0
32877,0
39652,0
3702,0
9258,0
1340,0
17134,0
29149,0
34736,0
4132,0
9570,0
26757,0
17417,0
35993,0
8709,0
25327,0
41158,1
9197,0
16748,0
24537,0
11775,0
8522,0
16222,0
1246,0
29115,0
6331,0
2775,1
2980,0
33476,0
10921,0
20528,0
38316,1
30071,0
390,0
17269,0
23847,0
11801,0
3106,0
8309,0
6773,0
21990,0
8550,0
2760,0
12904,1
32272,0
29461,0
38340,1
21689,0
37302,0
31380,0
34049,0
27741,0
24378,0
38419,1
27678,0
35204,0
4630,0
14189,0
14434,0
26006,0
14783,0
37294,0
10068,0
23568,0
9566,0
5893,0
13722,0
27858,0
38174,0
27620,0
11520,0
22766,0
9556,0
24910,0
14056,0
37713,1
27766,1
7244,0
40771,1
11989,0
24393,0
33995,0
21167,0
23365,0
21080,0
16243,0
31489,0
35116,0
7082,0
9106,0
40372,0
39551,1
6416,0
32184,0
24921,0
37847,0
15596,0
11585,0
2462,0
29681,0
6124,0
17925,0
14994,0
34633,0
11435,0
37103,1
40246,1
24254,0
4814,0
10784,0
14902,0
30513,0
11400,0
37259,1
6333,0
12444,0
24642,0
5273,0
10304,0
8398,0
9050,0
7243,0
19940,0
13740,0
607,0
19026,0
2057,0
29885,0
3089,0
8714,0
13935,0
2603,0
29500,0
30122,0
25650,0
16072,0
20730,0
3491,0
4496,0
22709,0
7988,0
40103,1
25216,0
22249,0
11907,0
36546,0
13657,0
6813,0
14854,0
10690,0
23186,0
4884,0
15476,0
19656,0
10465,0
12752,0
24800,0
30792,0
7863,0
14134,0
7305,0
24735,0
31711,1
10758,0
21105,1
7467,0
38379,0
30439,1
38790,0
18012,0
14327,0
30463,1
7681,0
18636,0
38187,0
21537,0
29659,0
22836,0
33039,0
40775,1
18131,0
25437,0
11138,0
29176,0
7036,0
3296,0
25746,0
24051,1
11268,0
18003,0
10208,0
8632,0
24351,0
4853,0
16160,0
13394,0
8282,0
6933,0
25532,0
14185,0
11913,0
27281,0
5902,0
15239,0
7845,0
26941,0
17990,0
9795,0
37579,1
25244,0
17618,0
8693,0
33506,0
4792,0
24374,0
3235,0
37980,0
4743,0
13035,0
38342,0
35307,0
6798,0
34211,0
6991,0
38011,0
38537,0
18658,0
23861,0
27987,1
11929,0
16946,0
1905,0
9160,0
15178,0
21678,0
12051,0
9764,0
12455,1
37258,1
23689,0
22299,0
29579,0
23894,0
345,0
13067,0
33579,0
33455,0
37654,0
4476,0
35526,0
26475,0
24034,0
40421,1
15641,0
315,0
12239,0
23860,0
11199,0
2245,0
1767,0
15884,0
27216,0
5472,0
31778,0
36709,1
16061,0
17727,0
193,0
13752,0
6767,0
18404,0
15279,0
16154,1
32279,0
21802,0
520,0
18589,0
17887,0
19164,0
16473,0
22453,0
34572,0
6235,0
28642,0
38653,1
17162,0
38725,0
25699,0
14975,0
17180,0
36593,1
11120,0
18183,0
3337,0
27892,1
9631,0
17768,0
1401,0
20806,0
19928,0
13206,0
35054,0
20435,0
19567,0
32469,0
33940,0
13771,0
25403,0
23236,0
20087,0
870,1
9903,0
31004,0
23296,0
19341,0
25343,0
15895,1
7237,0
29098,0
25901,0
5634,0
40313,1
1691,1
8840,0
33743,0
20417,0
32850,0
4419,0
25686,1
31593,0
38140,0
19715,0
7396,0
38418,0
26684,0
11973,0
26488,0
2377,0
834,0
3275,0
26515,1
4023,0
8231,0
28668,0
19308,0
5555,0
32396,0
32379,0
15571,0
8611,0
24827,0
16037,0
20281,0
2761,0
14419,0
860,0
3685,1
9452,0
9648,0
16924,0
29334,0
41075,0
15841,0
20249,0
24345,0
20631,1
6459,0
37856,0
33301,0
4216,0
27486,0
33479,1
2555,0
5792,0
3124,0
3629,0
11949,0
17148,0
21997,0
8576,0
16052,0
22605,0
29491,0
34159,0
7693,0
22306,0
31791,1
18059,0
10570,0
36236,1
3539,0
31253,0
13437,0
1826,0
2059,0
26837,0
18010,0
20601,0
21852,0
14479,1
2664,0
41126,1
8306,0
23534,0
28452,0
17332,0
33932,0
22227,0
34611,1
26681,0
3159,0
22767,0
15374,0
18866,0
16627,1
36644,0
23815,0
3732,0
14561,0
5048,0
37048,0
39150,1
7296,0
31383,0
13333,0
10421,0
18964,0
14317,0
33459,0
30416,0
11159,0
38940,0
26514,0
38248,0
2414,0
27088,0
9230,0
20275,0
11335,0
20289,0
25176,0
31880,0
13214,0
34547,0
1894,0
28311,0
26351,0
1435,0
33846,0
35226,0
40477,0
26353,0
25442,0
20780,0
3626,0
28559,0
4525,0
30141,1
4880,1
1365,0
8955,0
7696,0
7798,0
12885,0
24987,0
21754,0
39720,0
40709,1
14313,0
25172,0
10548,0
38496,1
32980,0
28032,0
23887,0
39654,1
9843,0
19938,0
22847,0
57,0
8500,0
3552,0
1127,0
3958,0
25700,0
36040,0
197,0
28122,0
14366,0
36049,0
32520,0
7166,0
19953,0
31750,0
10940,0
32329,0
28558,0
4367,0
23852,0
19384,0
233,0
39770,0
642,0
9682,0
7220,0
6988,0
30289,1
38323,1
40722,1
29905,0
1193,0
28591,1
16614,0
25165,0
28652,0
3459,0
26367,0
32287,0
30386,0
34455,0
35791,0
1166,1
10738,0
26832,0
37264,0
40173,0
3050,0
34661,0
40093,1
36239,0
33492,0
276,0
22835,0
8310,0
25820,0
28956,1
7312,0
32909,0
11758,0
39656,1
6482,0
10813,0
2047,0
13471,1
38452,1
36729,0
22388,0
28131,0
21976,0
41014,1
15608,0
16025,0
40331,0
24229,0
36157,1
23476,0
16508,0
21131,0
23501,0
24150,0
23255,0
14048,0
28734,0
27560,0
2625,0
36217,0
14869,0
8564,0
39210,1
34648,1
34987,0
13574,0
34953,0
34761,0
1331,0
29394,0
14113,0
35381,0
41173,1
2676,0
943,0
25281,0
29972,1
7150,0
38327,1
10493,0
36269,1
11480,0
24353,0
28943,0
20055,0
12334,0
86,0
38348,1
21865,0
242,0
29592,0
25458,0
36537,0
16548,0
6401,0
19307,0
30361,1
1488,0
22976,0
40074,0
856,1
17410,0
21144,0
39698,0
40514,1
28161,0
28343,0
19215,0
36987,0
19760,0
24996,0
22014,1
7395,0
26433,0
21682,0
2120,0
17695,0
38075,1
27724,0
27439,0
1396,1
25362,0
16221,0
5091,0
41144,0
486,0
23601,0
22135,0
24954,0
39603,1
12108,0
15866,1
3389,0
11477,0
33348,0
30980,0
30591,1
28464,0
4184,0
33153,0
10483,0
7463,0
18778,0
3817,0
26893,0
21310,0
13534,0
34240,0
13310,0
11004,0
7877,0
16395,0
39066,1
7001,0
10479,0
4886,0
18828,0
39051,1
32674,0
9863,0
25014,0
35023,0
18663,0
13141,0
23056,0
21463,0
36662,1
19064,0
29637,0
39874,0
6029,0
14078,0
15785,0
3140,0
40436,0
40820,1
24118,1
6448,0
6207,0
33974,0
9287,0
33118,0
31569,0
4207,0
26552,0
29486,0
1729,0
22356,0
1408,0
24461,0
27777,0
40831,0
33343,0
21709,0
23276,0
28602,0
12050,0
39367,0
32995,0
34168,0
25559,0
8713,0
3686,0
2887,0
16932,0
21443,0
9439,0
30288,1
18830,0
21692,0
21782,0
31788,0
24720,0
14246,0
1710,0
13787,0
608,0
39193,1
3517,0
38251,0
40019,0
27702,0
37949,0
11818,0
31645,0
13374,0
31684,0
23435,0
27413,0
32697,0
3362,0
5548,0
30159,1
4019,0
9222,0
32617,0
750,0
19462,0
7417,0
21052,0
14945,0
22933,0
13514,0
17430,0
26342,1
1882,0
17940,0
32172,0
29533,0
22023,0
513,0
12532,0
32901,0
32470,0
34500,0
7404,1
24033,1
38382,0
27378,0
27564,0
25236,0
6038,0
14758,0
12882,0
701,0
28211,0
32963,0
12306,0
14794,0
22955,0
13327,0
28640,0
19195,0
37955,1
29413,0
26088,0
12221,0
18558,0
3568,0
16438,0
19201,0
34344,0
14019,0
37732,0
23565,0
3226,0
30229,0
155,0
3439,0
34253,0
9383,0
12767,1
19763,0
6366,0
16835,1
20657,0
10399,0
26391,0
7842,0
36628,0
9175,0
39157,1
37263,1
4526,0
30304,0
11512,0
29591,0
32931,0
35986,0
7662,0
9496,0
40312,1
39426,0
11084,0
26183,0
34762,0
24738,0
14569,0
25446,0
30010,0
9551,0
2703,0
16796,1
3162,0
22402,0
28844,0
41092,1
7690,0
14464,0
35855,1
22553,0
21030,0
22743,0
36980,1
36379,0
31832,0
27302,0
18540,0
11916,0
31343,0
1899,0
36289,0
34532,0
36222,0
6161,0
6487,0
14573,0
333,0
3058,0
22363,0
28837,0
17368,0
15455,0
7575,0
19943,0
11087,0
6436,0
7889,0
18168,0
680,0
24390,0
27990,0
34962,0
32466,0
12999,0
35213,0
13730,0
35930,0
30422,1
24708,0
15962,0
7708,0
38314,0
11638,0
13095,0
3029,0
13567,0
18007,0
34233,0
30226,0
5502,0
917,0
21220,0
29727,0
18367,0
17420,0
25929,0
30929,0
5164,0
13600,0
4495,0
29639,0
25538,0
7434,0
3340,0
13309,0
218,0
27350,0
7337,0
32482,0
15510,0
25067,0
17209,0
2428,0
38510,0
15968,0
13951,0
22335,0
41127,1
35760,0
23239,0
35485,0
34443,0
13236,0
2623,0
37523,0
40145,1
5984,0
17796,0
40203,1
18371,0
17353,0
36999,0
41163,1
13661,0
12787,0
11179,0
26238,0
26557,0
29010,0
15966,0
21103,1
6299,0
28269,0
39468,0
16374,0
17256,0
39259,1
3217,0
36016,0
17843,0
36044,0
2342,0
17401,0
33402,0
6503,0
37680,0
29634,0
37146,1
32136,0
30433,0
31512,0
9589,0
21121,0
1235,0
24258,0
32554,0
37902,0
24563,0
24459,0
8663,0
30567,0
30385,0
27117,0
19466,0
1333,0
13767,0
2451,0
17338,0
22226,0
38877,0
459,0
10665,0
162,0
39937,0
3319,0
35888,0
39110,1
5025,0
20357,0
3862,0
21742,0
3640,0
5779,0
20062,0
6499,0
18383,0
2710,0
12259,0
10727,0
22296,0
34394,0
28784,0
30415,0
6340,0
8953,0
26960,0
34924,0
16365,0
40131,1
26871,0
12160,0
35922,0
19014,0
7981,0
32947,0
29169,0
25454,0
20365,0
8058,0
33064,0
3014,0
11627,0
22906,0
23734,0
3513,0
1265,0
8079,0
38087,0
22672,0
16246,0
24533,0
12844,0
2098,0
33992,0
30143,1
40000,0
30178,0
34794,0
24448,0
7386,0
16929,0
19047,0
20437,0
16125,0
12171,0
22455,0
